F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,Y
-0.21167486482969275,0.46488997672199683,1.6485921725076693,0.8576948567671456,2.532188989219648,0.431483518659416,0.6254000433421948,0.9218763513557148,1.782406365008314,0.07918653062194199,0.556900608919782,0.715811817506438,1.0314819995415103,2.8813838618021226,9.705554752186874,7.200791961528745,0.13552757924712577,0.5430080649251058,1.0898762336449408,1.1782405933187583,A,B,A,A,D,F,H,F,A,B,A,A,B,D,C,E,A,A,J,B,26.9387824276492
-0.9455249730573703,1.250718277151544,-0.6495832368962527,1.2205684458034303,1.1945603721711677,0.05828354457762824,0.44192849694549813,0.700423914168614,0.40751281571943,0.5796812553277744,1.4750607924959571,1.9904049366937535,4.636182089181431,5.800247995196734,1.258561373033814,4.901067379426544,0.5854807911733633,0.7512999750352055,0.6997834574510358,0.8682035942461523,A,A,B,A,D,G,C,G,B,C,A,D,A,D,A,E,J,A,C,J,18.647498525894626
0.7423117444350066,-0.08556440525372877,0.5489116309603561,0.9114719073648266,0.7370454472051897,1.4676314071195984,0.3793343290709965,4.107302186164501,8.655082286516695,4.968473174597164,0.9833105260018881,0.8259912157044832,5.804047818694917,3.4184528588995686,3.980122909002052,6.841501074252637,1.0301352693940167,0.7635212903296416,0.6464899840042476,1.4822038380966789,B,B,B,B,C,D,I,E,A,A,H,A,C,D,D,C,A,J,D,A,46.79349900574516
-0.21447403785391236,0.48778925808522305,0.7835262175570517,0.05709782082618675,0.2759380174082244,1.7638168734059136,0.2059448740343231,1.6035970193106834,0.8865595316847276,2.8366471992455478,0.2718996870477061,2.1568121926849653,9.209088804494685,5.889373310886645,2.2958970008797666,6.08961883032854,0.878015343529017,0.382446455174826,1.0274314580991295,0.06912875060548876,A,A,B,A,B,G,F,E,A,A,A,A,G,B,E,D,B,A,F,A,51.501910514701365
-1.0968753669053641,-0.2843458400685346,-0.09721358746919999,-0.02750823347665465,1.969759775539312,0.0682756874949269,0.21214251939186332,0.1835951287263361,0.9524688674053469,0.5892238215681863,0.14238405323112574,0.4378093989501243,7.79401895561969,7.897564855930774,2.045171337052291,6.522893583079037,0.5107422459190819,0.7704178987594184,2.1130227459357673,0.7859861004622176,B,B,A,B,F,E,E,E,A,A,B,B,C,D,E,E,G,G,B,A,37.3712527206777
0.13546766475193722,0.9514474646455184,0.3711374980080358,0.435293188257126,1.1379502016424416,0.3047262812214262,0.03600987870452718,0.03778674888891959,0.9376315978140157,0.5325210119546004,0.09433032224959095,1.757043968168873,0.29727950717899687,5.252882785869611,8.497814006351035,2.177348540628464,0.473202108108389,0.22491979258792502,0.34288701408798306,1.479074739410339,A,B,B,A,G,G,F,E,A,B,A,A,D,E,D,H,A,C,A,A,21.635440957433964
-2.804215104537512,-1.0708908345551746,0.6922687725507848,-0.06192038979124771,0.03347836929044722,1.1714837797884827,0.0503282714532092,1.627864981768341,1.0575240039870617,0.6915662790205335,2.5842722646330207,3.369150865370159,7.185013846351635,1.1065551415742725,1.3266059855535317,0.9306918939698228,1.8137930270825064,0.5439515295742903,1.2390685479898922,0.04548903811037204,A,B,A,B,G,E,E,G,D,A,A,A,E,E,B,C,J,C,I,J,50.063450551415755
0.5325628360732954,2.186430653585946,0.3088787206837472,-0.00980775282160893,2.697341631700829,1.1840925104916757,0.8622514824495042,0.6927667111239647,2.7187279489689247,6.652288268559764,3.344214039167679,0.8297709827525921,3.603341628629455,2.6904712476063066,9.120368676327237,3.575688350066871,0.271193312985581,0.16837395958996643,0.7757930834950607,1.6520819538316365,A,A,A,A,E,F,F,F,A,B,A,A,G,E,C,B,J,I,A,J,47.05756774345096
-1.760560013546662,-0.9762579161532334,-0.5476675576503738,0.18893056708360023,1.573546108531863,0.578342648348571,2.5584642830957556,0.9708220685240193,0.437074930130297,5.492927309420122,0.44405032581632875,1.079649545558358,3.623847610914402,5.599630780253641,1.2584165901924949,3.3463311259293227,0.6222109169044421,0.4974192038719156,1.097730866509114,0.6100666335400607,B,A,B,A,G,E,D,D,A,D,A,F,B,D,D,C,J,A,F,C,23.658083854167543
-0.3817670616485411,0.5613005383090751,-0.17873696751228638,-0.7962501469121539,0.46286252326042604,2.585580410545805,0.156789983969993,0.6393585400813566,0.24033203320442267,1.4037473976557673,1.0126150491048307,1.049036858137121,0.3077901120287041,4.713271479439843,3.888380046113217,2.8637268785234946,1.5702415726286036,0.3642449312720297,0.14711559747659003,1.868983522494546,A,B,A,A,H,D,F,H,B,B,A,C,C,F,G,F,A,J,A,J,15.648946896670083
0.6550401028506915,-0.6863425726001431,2.2135679220861153,0.026620592000153948,0.04174169240945281,0.754511861045203,0.10498479713454506,1.9260228739453342,2.116833422112448,1.0014248697858033,0.5720208575397708,0.5068471139454334,9.909430293612116,1.1768731782594821,7.808467674078237,7.7531784045231165,1.0639782176595634,0.17793206603486353,0.3636090919178277,0.6510142200054143,A,A,B,A,F,C,F,B,A,G,A,B,C,C,C,F,A,B,A,A,32.554268553083304
0.7538276507490606,0.600978396721394,1.3332570973948357,-0.47403719741149386,4.024162377264804,0.4572643544312252,1.6186473486538588,1.7392383396971718,0.47100342544744295,0.5747833918410735,6.514745521200597,1.2014213317072915,6.348513515742567,6.777824299546644,4.156296041941396,8.738308236031932,0.9887746230810331,1.3345789249404527,0.3940310079754972,0.44588341553023325,B,B,A,B,E,F,G,G,C,D,B,B,B,D,F,D,A,C,J,A,52.43296751956876
2.637697997839823,-0.872725479120083,-0.45579690139595735,0.7379307457522103,0.5745854886499945,0.7667845203879747,0.1048989440199875,0.22686905888328818,3.7220415267534195,3.9620485873469495,2.5951000473397436,0.825629920682155,5.985944998720968,3.857920163190083,1.5428216048750698,2.773375841001134,0.9707880190213224,0.9295170604878921,0.42220812933631485,0.9875694996233979,A,B,B,A,G,C,F,F,B,A,C,A,C,C,F,B,A,B,C,J,35.13397414168412
-0.41795845131114545,-0.3905971342474857,0.5744543189021182,-0.04170775034701156,0.43079029864510404,1.3561712496946277,1.6002038767618605,1.5868178956834302,1.238629705764634,2.248342947043264,0.29647107485461843,0.09942968282657877,0.6877555261564217,4.657771850687391,6.352844682738121,0.7154513047490996,0.7894828117478571,0.403091749006036,0.9342063944611869,0.952409814951205,B,A,A,B,F,F,H,D,H,A,C,C,D,C,D,G,B,C,J,A,42.38869833482565
-0.33675805600153175,0.910149296590327,0.22301637883558104,0.38521504092114545,0.8938738113616551,0.1699702486242832,1.3470914345475025,0.7499185160629823,0.12502891558824045,0.1607732848531307,1.9658684339777934,0.5703375540777881,8.941554440298619,1.5217906190701525,6.256995106957998,5.631675120805683,1.4242077389883339,1.5522167910313363,0.9281033336572683,1.15615675349094,B,A,B,A,H,E,C,F,A,A,A,B,B,B,B,C,J,A,A,A,37.50669636833878
-1.673877789626837,-0.8082269640066985,0.4600299964465289,0.1453158281949775,0.30327398106534353,2.7733494567414803,0.33705385160315915,1.3049428485670858,6.3434384593815,0.9140344270301924,2.8086523331622018,1.0120670025389698,0.33209331101760164,0.35382321529613625,0.8331874149661744,3.573609069634239,0.32045034461209937,0.47517919483899285,2.0718220169787482,0.3552432868455263,B,A,A,A,D,E,I,F,A,A,C,B,D,E,E,C,B,J,B,A,5.569237455895646
-0.9265281508241568,-0.02396874197281944,0.6059619045760545,1.6627739958880017,2.056473756620321,0.49768668128570925,0.7045818701767139,2.0248585383443807,1.1726533296779724,0.959783196791667,3.004892787640693,0.08291316505573829,8.811611355594797,4.475798877105729,1.3354749079575956,7.363325354646061,1.18252462147216,0.40304899918894177,0.502766184093602,2.2069516343654327,A,B,B,A,D,G,E,H,A,A,B,A,H,C,D,D,B,A,J,A,61.111734156447596
-0.5893880408010672,-0.8667108707679151,0.6173509413206996,-1.4136948730374315,0.18572909423190698,2.853850179797886,1.3708372244202396,0.3702683979846725,0.8720899340129811,0.41184979490847107,0.8044174083965753,0.6004500506139049,1.0494927479184057,8.320040069025161,5.299247314826444,1.2389744473049613,1.4568692499837894,0.35083018515902376,1.2911498158984105,1.485315027028909,B,B,B,B,E,F,E,D,C,B,D,A,B,B,C,C,G,J,C,B,30.33204556720773
1.0786584474360743,-0.192312565100098,-0.9778507406726596,-1.5541919416055714,0.8167973255643638,1.0296369399398881,1.5624035926263022,1.1493726279112664,3.9522607195286286,5.702946260226493,0.16835456748333408,0.34229316588032016,4.038394751580366,9.193744171804989,9.54153620747791,7.178579124331998,0.8577270639815543,0.8729339145988404,0.6406857193741854,1.9334551145656425,B,B,B,B,G,E,E,G,B,B,D,B,B,C,B,A,B,A,A,B,46.29062891411829
0.23251582769811677,0.17156994883004695,1.198960895197111,0.5226371535140467,1.5992188974274069,1.992263141829324,0.559979292749364,0.30613304095188215,0.34088293376984335,0.43766833086529205,0.6957506632619708,2.228519339781682,5.275099075920776,0.24623081487814003,5.722817426693983,9.036465936472984,0.985860522105112,0.3864673393697954,0.9877961380834492,1.9231641796904029,A,B,A,A,E,G,G,F,C,A,A,A,B,D,E,B,D,J,A,C,34.40269998354687
0.056930263245001174,-1.2577813926436046,0.9980067031557752,1.094151183363254,1.2980748802926667,0.07172747272746181,0.5126603114733176,0.6478113431160124,1.2519080375796876,0.3574170657549656,0.7997019220799423,0.21915994799475655,7.596573639230382,7.629480815530155,8.70816438613082,1.029937763636859,0.515586419439706,0.8226186969067452,1.0643462455030965,1.273074499252311,B,B,A,A,D,F,E,G,B,A,B,A,G,F,F,B,J,A,J,J,53.46828671573513
-0.1910751571593033,0.5383122634007287,0.6539995348525051,0.22500829447182893,0.6373698273869896,1.2273179080405974,1.3383397517820792,1.339926581703819,0.8196335597895007,1.7307032480385462,0.7714476420268592,3.697523180585332,1.482335820348032,0.0420482958116164,5.170516201665962,2.3858959208199715,0.2043243390918854,1.4258415635488195,1.2963952059773565,0.8749088097693906,A,B,A,B,G,G,E,F,A,E,B,A,F,A,E,A,A,B,J,B,24.588199841493534
-2.1401988950310744,-0.7109639273440855,0.8872011419705368,0.9349480003778103,1.3141508709851148,0.007864999834397611,1.0353600507827325,0.050372186707736306,3.5588366377970835,0.5399875773139767,1.2368585355178405,1.5889092967497165,2.3619166864467065,1.159898786153687,5.805039165266859,0.8507016428152947,0.4079187008729798,0.36767693326644396,1.4643484404011369,1.1932311224048044,A,A,A,A,F,E,E,F,B,B,C,A,F,E,E,D,A,A,A,A,25.58447190362115
1.669330017220609,-0.020261875957086093,0.476013391294082,-1.6870024388246627,0.3199504413790463,0.530374110040951,0.6300466562976053,0.5119502537108258,1.6534961488559254,0.27017304138482107,0.5495199465278141,0.8860933978812264,9.74793199576497,7.747629761144742,3.955114655403361,1.2172813716523934,0.8774612973712869,0.547360809031818,0.23954579083113953,0.569449519905854,B,A,B,B,F,E,E,G,A,A,A,A,D,E,H,B,A,I,J,J,41.186199892377616
-0.29816373927033857,-0.35674423568182806,-0.439111247641061,0.6941777039561194,0.18521849973068288,0.1952300282273709,0.5116406023425355,0.9659602084386553,0.6575539335987461,1.0936841573676788,0.4139384425316521,1.0030944983718761,9.250543991277755,9.776796757478051,8.682027249884797,4.028505344789819,0.6055512572426976,0.05077119137781843,0.30997876448993145,0.561697080914587,A,A,A,B,F,H,H,G,A,A,C,C,D,C,D,E,B,J,A,J,38.48924284337137
0.8047847104100926,-0.9814542580631843,-1.0711122443046992,-0.10684070771250072,0.6800860827739762,0.45926430603550594,0.3612983711496962,0.05910774039672891,0.44133403302162705,6.213859486472016,1.3405242048697918,0.8952420247948399,9.411737398097626,1.7191818323392583,8.257389266738963,9.430312273144148,1.0633400481416255,0.7885181987729833,0.600445742866599,0.8884598803388394,B,B,A,A,G,B,E,H,A,A,B,B,C,B,D,C,A,A,A,H,37.59199559997113
-1.442572932139806,0.03896945438239522,-0.39505034985846504,-0.7944090558195882,1.4460741572434213,2.4991021016111516,1.6571349226489078,1.489079601125314,1.0008795689219554,0.5787320340581522,0.8122928672868619,2.4560717549897535,6.60614921490069,1.0566053144209575,1.9126121503568316,3.464031448487014,1.0860823389364411,1.577681113426993,0.6082502425565334,0.6133882818453653,A,A,A,A,E,D,F,D,H,B,B,A,C,C,B,B,B,C,J,C,41.336635309462864
0.09908420559857534,-0.7128686788024385,-1.4301642962047765,1.4704447365907762,4.005093344674867,0.6045690934193516,0.08782239451094036,4.517851184474701,3.319944330855135,1.3917439646894334,0.38431683938719985,0.1107608298977741,1.0396554914671774,2.151745044569725,8.677582776530551,4.413369394680883,1.2290264919204552,0.38467390915262384,1.1670502524911812,1.2660329929475256,A,A,A,A,G,E,E,E,A,F,F,A,E,C,F,C,A,B,J,A,42.97248014885824
-0.24934617255196698,-0.5708382236726215,0.5899247941108662,-0.9102226171681433,2.7544163251140357,0.5079943886031615,0.23209646847442758,1.0593015400656485,0.2784751341603053,0.5242704768445811,0.724216911754631,1.0374262649653332,2.887005807534032,8.547018221716383,4.278100264090004,3.6235565716041265,0.7421684132132127,1.0612048587944922,0.5102501562039348,0.39229454399715524,B,A,A,B,E,G,G,F,A,B,C,C,C,E,G,B,E,A,B,C,28.002069372951468
0.921162766311633,-0.9050817937814704,1.6698833648088391,-2.20524745884684,3.2604556479004043,0.11522826218281672,0.12235402016864488,0.4047255095825161,1.8234909652548064,0.20816292995965832,0.7299425868501949,0.7053015883485639,2.717330361533661,6.363073177734881,7.039635505917402,9.297681356361394,1.00696579457904,0.9862882994961045,0.48393578565518613,0.9342880950227869,B,A,B,B,J,D,F,H,A,A,B,A,D,E,F,C,J,A,B,B,57.20360717075211
0.06409806846688043,-1.2479120529875554,1.4999263570994952,0.13852515451789268,2.5935095622485638,2.430766770652151,1.0777027242258663,3.8626509497468717,2.8451688364168084,0.5949497189729485,1.7817019242609293,0.36534468747907684,6.867380037874287,9.117409201136947,6.868979308835902,6.032100091598607,0.8424604758431374,0.14940112640368636,1.2305574552576888,1.2835688138259511,A,B,B,B,H,H,F,F,A,C,B,B,C,B,C,B,J,B,C,A,56.86051720113802
0.9151745586216993,0.17903881692504053,-1.5533970143341937,1.232332980851054,2.5662064796511257,0.6279039477144532,1.646704113415633,1.8624026628200778,1.0945929354685007,1.2732096092054794,6.0506392055552505,0.575745094764944,1.8154053441166862,7.452280558916954,2.850416803419069,5.24193099857352,0.5962214351403278,1.1766704342537697,0.5752808719593591,0.6032881032130937,A,A,B,B,F,F,F,F,B,C,A,B,E,B,C,B,J,D,A,A,43.58178478185147
-0.9788176324679051,0.8480875845355491,-0.21091666561870784,-0.26019035681862684,1.053748967252108,0.31093356594887667,0.22774511439210532,2.272799814661377,0.3991876227109564,3.2407872853046418,0.5628711857142139,1.9591350800501008,9.442170396461076,8.935674499778067,8.754295927472942,0.09155127690030684,1.450324455468485,1.8035886687149092,1.9516270590814266,0.5352365241587654,B,B,A,A,H,G,G,G,B,A,A,C,D,C,D,D,J,A,A,A,55.99883857060435
-0.2797220262532198,0.6568609465355691,0.13801290767641816,-0.3543411349748699,2.9115171578851062,0.45873771573586164,0.10126324706196763,0.5007750208418809,1.5789768039631062,0.9610341804311985,1.7221118754685516,0.7483557980883793,1.9004903468182999,2.7704849507228912,6.7375816461986116,6.74151205479669,1.3195612037021833,0.04698774526194568,1.03223358312958,1.5667483181953403,B,B,A,B,H,E,G,E,A,B,C,A,B,D,C,E,A,A,J,A,37.708649520723725
1.3291320542035676,0.515809280613405,0.5422444699920955,0.9863992145809805,0.7220551449516548,3.160425563477814,1.6953099154879783,0.01067714735941651,2.2038980652365145,5.426803109211559,2.331558930367518,0.8285017495975903,3.156359313607495,6.816937617927266,3.876274783271576,0.03223126665934051,1.1693947862464757,1.4862765208017743,0.8875787486239559,1.017963181173216,A,A,B,B,E,G,D,C,C,A,D,A,C,G,B,G,I,D,A,J,41.48767987563761
0.8884841693257833,0.5688669041034622,-0.11939551116463872,0.3774336677150745,1.325444182982097,1.3292995942806904,0.16617664484317146,0.629230874456314,0.8984985118778345,1.74365278829333,0.35777850014491247,6.829279388779417,9.687397544898724,2.724301292938165,0.9058685682909839,9.655412172330069,0.6858401119177097,2.2124688157899453,0.7653237145995594,0.8878566314542118,B,B,A,B,H,G,I,G,B,B,A,A,G,F,H,B,C,A,C,A,69.59623220928327
-0.24817821173408708,-0.515134645658924,1.2717178333358043,0.05399761338746121,0.4733653416650671,0.3771227657836529,0.5233880062743285,1.2318005739346223,0.868560557659823,3.238605471451012,4.166652116061179,2.1584604234234517,9.937242252758818,9.50973255134163,2.130223694465876,8.140267443536711,0.5486378053983103,1.8514007110360267,0.3317975406138714,0.6002585967266485,A,A,B,B,F,G,G,F,A,B,A,D,B,B,C,C,G,B,J,J,38.736882257909755
0.34939211474245313,1.0966216668161115,-0.9332303051748837,0.3375771031088346,2.528480499367795,4.586358066983687,0.7756657936978861,2.1176589201365426,2.103994290629705,4.171435791711383,1.6089571812693675,5.109438957314554,3.340837071934042,0.653818423039696,9.072800613516804,6.803510406818766,0.416238972150332,1.2157703888351616,0.5584645387074342,0.16323003563413155,B,B,B,A,H,F,D,E,C,C,A,A,G,F,E,E,J,J,B,F,65.60992379004742
-0.49931757758450085,-1.5608233467638095,1.7638664626172955,0.7970067221188862,1.6737012959949134,0.3206168947747849,0.979084942137403,2.1172085826969647,0.7292942340949394,0.22997614923211965,1.3658830851009944,1.1133169373325271,9.924892932308943,4.338733071177783,6.827544420724431,3.5173627693963883,0.2617076537183243,0.27276087779093505,1.4053746763974484,0.07777141140318654,B,B,B,A,E,G,C,F,A,A,B,A,E,C,C,D,A,J,I,A,50.18565284411194
-2.2473447640926323,0.3216948273488969,-0.4514109375474113,-1.030385988407526,0.7199172282048013,0.5681402049963693,3.422294491360658,0.7799957695643888,6.463405457399945,1.2147615419566815,1.9557351965251626,2.691074963795265,9.47317379430588,6.769763260164804,7.628425018158738,3.0645163164765,0.9204595841770387,0.9574124211311239,0.7580867806645892,0.9640590545131652,A,B,B,A,H,G,F,G,C,B,A,D,C,G,C,A,E,C,I,B,56.80538490600955
-0.1447766635100637,-0.48602338462116423,-0.565885251715859,-2.251838195452302,0.23004118504336965,0.38648833399057264,0.24444012043371,0.17806466890288408,0.6791183097154044,1.224539877878036,0.5503177319852557,1.0186973383146485,5.639864291390245,4.686455493020586,2.440698736373882,4.0506762246170105,0.901688264015838,1.471490891511879,1.3967263715188705,0.2548870330050584,A,A,B,B,D,D,G,H,B,B,A,A,C,C,D,C,A,A,A,C,24.460821319784245
0.06566284582552681,-1.1177649744951725,1.6521213713327891,1.027591434720027,6.290457721198493,0.22980353161028363,0.3155690277778688,1.6909269629460995,0.461420927554291,0.4908309967161569,0.7779539005092893,0.3595982698228038,7.8142539297781255,8.411755714957522,4.626905280385698,1.6061434805949526,1.8087323700476756,1.4426002419616848,1.1135802064299396,0.08920394999548792,A,B,A,A,C,F,C,E,A,B,A,A,B,C,C,G,B,A,A,A,37.433996793831824
-2.8108493815695232,0.47049582042325205,0.47472763512836125,0.23009601013994363,0.6014221270409531,0.18503604040228425,0.5857077037901154,2.1225297494316653,0.5118207591320973,0.4183348765930676,0.4476300457138559,2.9586876215875715,0.494620063549317,8.493079223738205,9.622687077904416,3.073883288148318,0.6667079980938664,0.843415809228888,1.1466375360253753,1.2734988388980588,B,A,B,B,F,E,E,F,B,B,A,C,B,C,F,C,A,A,A,A,25.459251674419775
-0.9187823248815948,-1.4132601791414805,0.7639803371425522,1.1206985632255742,6.582182530242,2.187340186136664,0.5520498270479051,1.2807428906017102,1.8660402255241015,0.09624116877386542,3.021565773280427,0.6591370055395993,1.6428826083045223,2.7176079337587176,5.685391544710596,5.899776258048304,1.7336619076650956,0.6040727534729257,0.296175359421548,0.5501635389029386,B,B,B,A,H,H,G,F,A,D,B,B,A,E,C,C,J,A,J,J,60.801140868459825
1.3613395385747464,-2.0335535325773555,0.11033252109240399,-0.3580660902576359,0.030709976027173416,0.573817800161142,1.2902585949942276,0.25798184828285625,0.3872632432123293,0.6781012620632623,0.8526483183208324,6.28411793857721,5.47320788934715,9.325298499945026,3.2160181823437997,6.341149710126008,0.6116804175884362,1.9382192483689875,0.5155982797297524,0.693245651902266,B,B,A,B,G,F,G,G,B,B,A,D,D,D,B,F,H,B,B,A,42.95881566718964
0.2875411660355849,0.7908167514817354,-0.20726355709548883,2.604568004596042,1.4535337225973217,0.11502989513868965,0.7133388880539429,5.3357896000917,0.26067204229380186,1.3935107807882046,0.3641207190772106,0.27775510090764305,1.0018051389348759,9.763956840878823,7.821456841523863,1.2767084844082532,1.1817127223851929,0.7765959546546524,0.9176141867033533,1.3237567407043145,B,A,B,B,H,D,G,E,A,A,B,A,E,A,H,A,A,E,A,A,43.692250825838244
-0.10886655642682201,0.24626091079538204,0.19991250492858192,1.1520938870997626,1.5889951205223598,0.33802350399991055,0.2662332562984016,0.4703855551804022,0.7684958827783044,0.319891465930297,0.7987322075454486,0.8667978937647843,4.719893105563767,2.665807429606165,4.859049973662528,4.311188514927691,0.9500935264230536,0.9562664251095063,0.5272955192857143,0.5123460373334278,B,A,A,B,F,G,F,F,D,C,A,B,D,C,D,E,I,A,A,A,44.43853420339059
0.6835337142986595,-0.1654657373191082,0.7628050975674802,-0.28561454351355703,0.18355634602265677,0.4905603718078917,1.6145041189021558,0.18720401809366982,0.6382713708038265,4.204256591579946,0.7837142708350826,2.1396647883404665,1.859742269841197,6.6203790542741645,5.839388757521173,5.847506149269247,1.3706098519106027,1.0766413081863715,0.5160112047444304,0.6917336554990872,A,B,A,A,D,H,G,G,D,A,A,B,B,E,D,C,I,C,J,A,35.21708361642595
0.2810613955483365,-0.8285191079033607,-0.41632465121211193,-1.317202042803506,1.1260576380060623,2.0476423250814633,0.6324480459700513,0.5635829731166223,1.252865088621037,1.9316811605988369,0.8100288334478926,0.9094161494400145,9.570823422908012,6.88381579196955,9.33821508339829,8.906282066908249,0.7218461633394542,0.3505027178349537,0.3319535216163495,0.9288439682402118,B,A,A,A,I,G,C,G,A,A,A,B,E,D,B,G,J,A,A,A,54.00261721370343
0.51835540839233,-1.532235156869101,-0.7752757676452797,0.6290598107719991,0.3359905117289633,0.210328072661084,0.30177067578198374,0.6445049590057128,1.8987953384421743,1.7768403030037099,4.381000626707892,0.22689862451102497,5.375420398890008,9.795517582414746,0.34594549299617583,1.624037024381878,0.6557285024377093,1.0577259705156126,1.0497290928810088,0.11680762975984647,B,A,A,B,A,I,E,E,A,A,C,B,E,B,A,A,B,A,J,A,28.300706293320744
-0.01835146963051848,0.12163503715624739,-0.4108959256387671,0.7051387600908482,1.7473068545394816,1.0653397314425617,1.0427247478183592,0.671861738219253,1.302452294528348,0.23436334634843436,2.3670521357265946,0.09671581893460647,1.957517163010345,9.373477594003367,8.561827640603067,9.396931322569497,0.5932780089129335,1.3475673621723647,0.2489354736982358,0.6483414479708515,A,B,A,A,I,G,G,I,B,C,B,B,G,D,D,C,A,A,A,B,44.16673597921864
